"Publication_Year","Table","Health_Indicator_Desc","Strata","Strata_Name","County","Rank_Order","Denominator_Total","Denominator_Average","Denominator_Label","Denominator_Year_Period","Numerator_Total","Numerator_Average","Numerator_Label","Numerator_Year_Period","Rate_Multiplier","Rate/Percentage","Rate/Percentage_Label","Age-Adjusted_Rate","Age-Adjusted_Rate_Label","Lower_Confidence_Limit","Upper_Confidence_Limit","Healthy_People_Decade","Healthy_People_Objective_Number","Healthy_People_Objective_Target","Healthy_People_Objective_Met","Denominator_Annotation_Code","Numerator_Annotation_Code","Rates_Annotation_Code","Annotation_Desc"
2022,6,Deaths Due to Prostate Cancer,Sex,Male,San Diego,37,1688006,1688006.0,Male Population,2019,997,332.3,Deaths,2018-2020,100000,19.7,Crude Death Rate,20.4,Age-Adjusted Death Rate,19.1,21.7,2020,C-7,21.8,Y,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Riverside,38,1210261,1210261.0,Male Population,2019,791,263.7,Deaths,2018-2020,100000,21.8,Crude Death Rate,20.7,Age-Adjusted Death Rate,19.3,22.2,2020,C-7,21.8,Y,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Santa Cruz,39,136682,136682.0,Male Population,2019,86,28.7,Deaths,2018-2020,100000,21.0,Crude Death Rate,20.9,Age-Adjusted Death Rate,16.5,26.0,2020,C-7,21.8,Y,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Yolo,40,107793,107793.0,Male Population,2019,54,18.0,Deaths,2018-2020,100000,16.7,Crude Death Rate,21.2,Age-Adjusted Death Rate,15.9,27.7,2020,C-7,21.8,Y,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Alpine,41,569,569.0,Male Population,2019,1,0.3,Deaths,2018-2020,100000,58.6,Crude Death Rate,21.4,Age-Adjusted Death Rate,0.5,119.1,2020,C-7,21.8,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Lake,42,32100,32100.0,Male Population,2019,31,10.3,Deaths,2018-2020,100000,32.2,Crude Death Rate,21.5,Age-Adjusted Death Rate,14.6,30.5,2020,C-7,21.8,Y,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Kern,43,466808,466808.0,Male Population,2019,219,73.0,Deaths,2018-2020,100000,15.6,Crude Death Rate,21.7,Age-Adjusted Death Rate,18.7,24.6,2020,C-7,21.8,Y,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Sutter,44,51343,51343.0,Male Population,2019,37,12.3,Deaths,2018-2020,100000,24.0,Crude Death Rate,22.7,Age-Adjusted Death Rate,15.9,31.4,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,San Joaquin,45,384409,384409.0,Male Population,2019,204,68.0,Deaths,2018-2020,100000,17.7,Crude Death Rate,22.9,Age-Adjusted Death Rate,19.6,26.1,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Del Norte,46,14865,14865.0,Male Population,2019,12,4.0,Deaths,2018-2020,100000,26.9,Crude Death Rate,23.1,Age-Adjusted Death Rate,11.9,40.3,2020,C-7,21.8,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Tehama,47,32351,32351.0,Male Population,2019,29,9.7,Deaths,2018-2020,100000,29.9,Crude Death Rate,23.3,Age-Adjusted Death Rate,15.6,33.5,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Lassen,48,18180,18180.0,Male Population,2019,11,3.7,Deaths,2018-2020,100000,20.2,Crude Death Rate,23.3,Age-Adjusted Death Rate,11.6,41.7,2020,C-7,21.8,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Sacramento,49,763442,763442.0,Male Population,2019,498,166.0,Deaths,2018-2020,100000,21.7,Crude Death Rate,24.0,Age-Adjusted Death Rate,21.9,26.2,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Calaveras,50,22110,22110.0,Male Population,2019,31,10.3,Deaths,2018-2020,100000,46.7,Crude Death Rate,24.0,Age-Adjusted Death Rate,16.2,34.2,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Butte,51,107260,107260.0,Male Population,2019,91,30.3,Deaths,2018-2020,100000,28.3,Crude Death Rate,24.3,Age-Adjusted Death Rate,19.5,29.9,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Napa,52,69768,69768.0,Male Population,2019,55,18.3,Deaths,2018-2020,100000,26.3,Crude Death Rate,24.3,Age-Adjusted Death Rate,18.0,32.0,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,San Bernardino,53,1083923,1083923.0,Male Population,2019,596,198.7,Deaths,2018-2020,100000,18.3,Crude Death Rate,24.5,Age-Adjusted Death Rate,22.5,26.5,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Yuba,54,39252,39252.0,Male Population,2019,23,7.7,Deaths,2018-2020,100000,19.5,Crude Death Rate,24.5,Age-Adjusted Death Rate,15.4,37.2,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Mendocino,55,44277,44277.0,Male Population,2019,44,14.7,Deaths,2018-2020,100000,33.1,Crude Death Rate,25.0,Age-Adjusted Death Rate,17.8,34.0,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Shasta,56,87282,87282.0,Male Population,2019,89,29.7,Deaths,2018-2020,100000,34.0,Crude Death Rate,25.4,Age-Adjusted Death Rate,20.4,31.3,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Solano,57,219591,219591.0,Male Population,2019,168,56.0,Deaths,2018-2020,100000,25.5,Crude Death Rate,25.5,Age-Adjusted Death Rate,21.6,29.4,2020,C-7,21.8,N,,,,
2022,6,Deaths Due to Prostate Cancer,Sex,Male,Humboldt,58,67302,67302.0,Male Population,2019,59,19.7,Deaths,2018-2020,100000,29.2,Crude Death Rate,26.2,Age-Adjusted Death Rate,19.8,34.0,2020,C-7,21.8,N,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Alpine,1,1123,1123.0,Population,2019,0,0.0,Deaths,2018-2020,100000,,Crude Death Rate,,Age-Adjusted Death Rate,,,2020,D-3,,,,,3,Rates for zero events have not been calculated.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Marin,2,260969,260969.0,Population,2019,94,31.3,Deaths,2018-2020,100000,12.0,Crude Death Rate,6.9,Age-Adjusted Death Rate,5.6,8.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Mono,3,13585,13585.0,Population,2019,3,1.0,Deaths,2018-2020,100000,7.4,Crude Death Rate,7.3,Age-Adjusted Death Rate,1.5,21.5,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Inyo,4,18463,18463.0,Population,2019,7,2.3,Deaths,2018-2020,100000,12.6,Crude Death Rate,9.2,Age-Adjusted Death Rate,3.4,20.0,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Nevada,5,97808,97808.0,Population,2019,54,18.0,Deaths,2018-2020,100000,18.4,Crude Death Rate,9.7,Age-Adjusted Death Rate,7.1,12.9,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,San Mateo,6,776002,776002.0,Population,2019,329,109.7,Deaths,2018-2020,100000,14.1,Crude Death Rate,10.3,Age-Adjusted Death Rate,9.1,11.4,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Amador,7,37724,37724.0,Population,2019,23,7.7,Deaths,2018-2020,100000,20.3,Crude Death Rate,10.4,Age-Adjusted Death Rate,6.6,15.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,San Francisco,8,897114,897114.0,Population,2019,415,138.3,Deaths,2018-2020,100000,15.4,Crude Death Rate,11.3,Age-Adjusted Death Rate,10.2,12.4,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,San Luis Obispo,9,277276,277276.0,Population,2019,148,49.3,Deaths,2018-2020,100000,17.8,Crude Death Rate,12.3,Age-Adjusted Death Rate,10.2,14.4,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Santa Cruz,10,272185,272185.0,Population,2019,123,41.0,Deaths,2018-2020,100000,15.1,Crude Death Rate,13.0,Age-Adjusted Death Rate,10.7,15.4,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,El Dorado,11,188818,188818.0,Population,2019,117,39.0,Deaths,2018-2020,100000,20.7,Crude Death Rate,13.8,Age-Adjusted Death Rate,11.2,16.4,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Lake,12,64080,64080.0,Population,2019,44,14.7,Deaths,2018-2020,100000,22.9,Crude Death Rate,14.6,Age-Adjusted Death Rate,10.3,20.0,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Mariposa,13,17842,17842.0,Population,2019,18,6.0,Deaths,2018-2020,100000,33.6,Crude Death Rate,14.8,Age-Adjusted Death Rate,8.8,23.5,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Orange,14,3195197,3195197.0,Population,2019,1724,574.7,Deaths,2018-2020,100000,18.0,Crude Death Rate,14.9,Age-Adjusted Death Rate,14.2,15.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Calaveras,15,44403,44403.0,Population,2019,38,12.7,Deaths,2018-2020,100000,28.5,Crude Death Rate,15.2,Age-Adjusted Death Rate,10.3,21.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Lassen,16,28972,28972.0,Population,2019,16,5.3,Deaths,2018-2020,100000,18.4,Crude Death Rate,15.4,Age-Adjusted Death Rate,8.6,25.4,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Napa,17,139874,139874.0,Population,2019,92,30.7,Deaths,2018-2020,100000,21.9,Crude Death Rate,15.9,Age-Adjusted Death Rate,12.8,19.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Santa Barbara,18,452066,452066.0,Population,2019,262,87.3,Deaths,2018-2020,100000,19.3,Crude Death Rate,16.3,Age-Adjusted Death Rate,14.2,18.3,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Tuolumne,19,52557,52557.0,Population,2019,51,17.0,Deaths,2018-2020,100000,32.3,Crude Death Rate,16.3,Age-Adjusted Death Rate,11.9,21.7,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Monterey,20,443397,443397.0,Population,2019,244,81.3,Deaths,2018-2020,100000,18.3,Crude Death Rate,16.5,Age-Adjusted Death Rate,14.4,18.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Placer,21,394626,394626.0,Population,2019,295,98.3,Deaths,2018-2020,100000,24.9,Crude Death Rate,16.5,Age-Adjusted Death Rate,14.6,18.4,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Sonoma,22,495058,495058.0,Population,2019,362,120.7,Deaths,2018-2020,100000,24.4,Crude Death Rate,16.8,Age-Adjusted Death Rate,15.0,18.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Butte,23,214532,214532.0,Population,2019,151,50.3,Deaths,2018-2020,100000,23.5,Crude Death Rate,17.7,Age-Adjusted Death Rate,14.7,20.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Contra Costa,24,1147269,1147269.0,Population,2019,783,261.0,Deaths,2018-2020,100000,22.7,Crude Death Rate,17.8,Age-Adjusted Death Rate,16.6,19.1,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Sierra,25,3127,3127.0,Population,2019,2,0.7,Deaths,2018-2020,100000,21.3,Crude Death Rate,18.1,Age-Adjusted Death Rate,2.2,65.4,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Alameda,26,1668965,1668965.0,Population,2019,1049,349.7,Deaths,2018-2020,100000,21.0,Crude Death Rate,18.2,Age-Adjusted Death Rate,17.1,19.3,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Sutter,27,102808,102808.0,Population,2019,67,22.3,Deaths,2018-2020,100000,21.7,Crude Death Rate,18.4,Age-Adjusted Death Rate,14.3,23.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Riverside,28,2428464,2428464.0,Population,2019,1638,546.0,Deaths,2018-2020,100000,22.5,Crude Death Rate,19.1,Age-Adjusted Death Rate,18.1,20.0,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Mendocino,29,88125,88125.0,Population,2019,71,23.7,Deaths,2018-2020,100000,26.9,Crude Death Rate,19.4,Age-Adjusted Death Rate,15.0,24.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Kings,30,153522,153522.0,Population,2019,74,24.7,Deaths,2018-2020,100000,16.1,Crude Death Rate,19.7,Age-Adjusted Death Rate,15.4,24.8,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Colusa,31,22045,22045.0,Population,2019,15,5.0,Deaths,2018-2020,100000,22.7,Crude Death Rate,20.0,Age-Adjusted Death Rate,11.2,33.1,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,San Diego,32,3346937,3346937.0,Population,2019,2401,800.3,Deaths,2018-2020,100000,23.9,Crude Death Rate,20.7,Age-Adjusted Death Rate,19.8,21.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Santa Clara,33,1960932,1960932.0,Population,2019,1450,483.3,Deaths,2018-2020,100000,24.6,Crude Death Rate,20.8,Age-Adjusted Death Rate,19.7,21.9,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Ventura,34,844213,844213.0,Population,2019,652,217.3,Deaths,2018-2020,100000,25.7,Crude Death Rate,20.9,Age-Adjusted Death Rate,19.3,22.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Tulare,35,477731,477731.0,Population,2019,289,96.3,Deaths,2018-2020,100000,20.2,Crude Death Rate,21.9,Age-Adjusted Death Rate,19.4,24.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Siskiyou,36,44000,44000.0,Population,2019,51,17.0,Deaths,2018-2020,100000,38.6,Crude Death Rate,22.0,Age-Adjusted Death Rate,16.1,29.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Yolo,37,220723,220723.0,Population,2019,143,47.7,Deaths,2018-2020,100000,21.6,Crude Death Rate,22.1,Age-Adjusted Death Rate,18.4,25.7,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,CALIFORNIA,,39761195,39761195.0,Population,2019,31005,10335.0,Deaths,2018-2020,100000,26.0,Crude Death Rate,22.3,Age-Adjusted Death Rate,22.0,22.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Humboldt,38,133820,133820.0,Population,2019,120,40.0,Deaths,2018-2020,100000,29.9,Crude Death Rate,22.7,Age-Adjusted Death Rate,18.6,26.9,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Shasta,39,177620,177620.0,Population,2019,180,60.0,Deaths,2018-2020,100000,33.8,Crude Death Rate,23.2,Age-Adjusted Death Rate,19.7,26.7,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Madera,40,157686,157686.0,Population,2019,123,41.0,Deaths,2018-2020,100000,26.0,Crude Death Rate,24.0,Age-Adjusted Death Rate,19.7,28.3,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Trinity,41,13374,13374.0,Population,2019,14,4.7,Deaths,2018-2020,100000,34.9,Crude Death Rate,24.5,Age-Adjusted Death Rate,11.8,45.1,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Glenn,42,29072,29072.0,Population,2019,25,8.3,Deaths,2018-2020,100000,28.7,Crude Death Rate,24.6,Age-Adjusted Death Rate,15.8,36.7,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Tehama,43,65163,65163.0,Population,2019,68,22.7,Deaths,2018-2020,100000,34.8,Crude Death Rate,24.7,Age-Adjusted Death Rate,19.0,31.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,San Benito,44,62051,62051.0,Population,2019,53,17.7,Deaths,2018-2020,100000,28.5,Crude Death Rate,26.0,Age-Adjusted Death Rate,19.4,34.2,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Los Angeles,45,10210966,10210966.0,Population,2019,9208,3069.3,Deaths,2018-2020,100000,30.1,Crude Death Rate,26.1,Age-Adjusted Death Rate,25.5,26.6,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,San Joaquin,46,767935,767935.0,Population,2019,631,210.3,Deaths,2018-2020,100000,27.4,Crude Death Rate,26.9,Age-Adjusted Death Rate,24.7,29.0,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Stanislaus,47,554212,554212.0,Population,2019,471,157.0,Deaths,2018-2020,100000,28.3,Crude Death Rate,27.3,Age-Adjusted Death Rate,24.8,29.9,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Yuba,48,78061,78061.0,Population,2019,67,22.3,Deaths,2018-2020,100000,28.6,Crude Death Rate,27.4,Age-Adjusted Death Rate,21.1,34.9,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Sacramento,49,1548760,1548760.0,Population,2019,1500,500.0,Deaths,2018-2020,100000,32.3,Crude Death Rate,29.2,Age-Adjusted Death Rate,27.7,30.7,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Fresno,50,1018437,1018437.0,Population,2019,879,293.0,Deaths,2018-2020,100000,28.8,Crude Death Rate,29.5,Age-Adjusted Death Rate,27.6,31.5,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Solano,51,439990,439990.0,Population,2019,505,168.3,Deaths,2018-2020,100000,38.3,Crude Death Rate,31.3,Age-Adjusted Death Rate,28.6,34.1,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Plumas,52,18450,18450.0,Population,2019,24,8.0,Deaths,2018-2020,100000,43.4,Crude Death Rate,31.6,Age-Adjusted Death Rate,18.4,50.5,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Merced,53,281592,281592.0,Population,2019,243,81.0,Deaths,2018-2020,100000,28.8,Crude Death Rate,31.8,Age-Adjusted Death Rate,27.8,35.9,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Del Norte,54,27207,27207.0,Population,2019,41,13.7,Deaths,2018-2020,100000,50.2,Crude Death Rate,36.1,Age-Adjusted Death Rate,25.8,49.1,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,San Bernardino,55,2176150,2176150.0,Population,2019,2263,754.3,Deaths,2018-2020,100000,34.7,Crude Death Rate,36.2,Age-Adjusted Death Rate,34.7,37.7,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Imperial,56,188962,188962.0,Population,2019,234,78.0,Deaths,2018-2020,100000,41.3,Crude Death Rate,39.1,Age-Adjusted Death Rate,34.0,44.2,2020,D-3,,,,,,
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Modoc,57,9458,9458.0,Population,2019,18,6.0,Deaths,2018-2020,100000,63.4,Crude Death Rate,41.1,Age-Adjusted Death Rate,22.5,69.0,2020,D-3,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,7,Deaths Due to Diabetes,Total Population,Total Population,Kern,58,909697,909697.0,Population,2019,1043,347.7,Deaths,2018-2020,100000,38.2,Crude Death Rate,43.2,Age-Adjusted Death Rate,40.5,45.9,2020,D-3,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Mono,1,13585,13585.0,Population,2019,2,0.7,Deaths,2018-2020,100000,4.9,Crude Death Rate,4.4,Age-Adjusted Death Rate,0.5,15.7,2020,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Sierra,2,3127,3127.0,Population,2019,2,0.7,Deaths,2018-2020,100000,21.3,Crude Death Rate,9.3,Age-Adjusted Death Rate,1.1,33.4,2020,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Lassen,3,28972,28972.0,Population,2019,11,3.7,Deaths,2018-2020,100000,12.7,Crude Death Rate,11.6,Age-Adjusted Death Rate,5.8,20.7,2020,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Inyo,4,18463,18463.0,Population,2019,12,4.0,Deaths,2018-2020,100000,21.7,Crude Death Rate,12.2,Age-Adjusted Death Rate,6.3,21.4,2020,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Lake,5,64080,64080.0,Population,2019,41,13.7,Deaths,2018-2020,100000,21.3,Crude Death Rate,13.0,Age-Adjusted Death Rate,9.3,17.6,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Modoc,6,9458,9458.0,Population,2019,8,2.7,Deaths,2018-2020,100000,28.2,Crude Death Rate,13.5,Age-Adjusted Death Rate,5.8,26.6,2020,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Humboldt,7,133820,133820.0,Population,2019,71,23.7,Deaths,2018-2020,100000,17.7,Crude Death Rate,14.0,Age-Adjusted Death Rate,10.9,17.7,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Mendocino,8,88125,88125.0,Population,2019,51,17.0,Deaths,2018-2020,100000,19.3,Crude Death Rate,14.1,Age-Adjusted Death Rate,10.5,18.5,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Trinity,9,13374,13374.0,Population,2019,13,4.3,Deaths,2018-2020,100000,32.4,Crude Death Rate,14.1,Age-Adjusted Death Rate,7.5,24.1,2020,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Plumas,10,18450,18450.0,Population,2019,17,5.7,Deaths,2018-2020,100000,30.7,Crude Death Rate,14.5,Age-Adjusted Death Rate,8.4,23.2,2020,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Del Norte,11,27207,27207.0,Population,2019,21,7.0,Deaths,2018-2020,100000,25.7,Crude Death Rate,17.7,Age-Adjusted Death Rate,11.0,27.1,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Mariposa,12,17842,17842.0,Population,2019,24,8.0,Deaths,2018-2020,100000,44.8,Crude Death Rate,20.0,Age-Adjusted Death Rate,12.8,29.8,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,San Benito,13,62051,62051.0,Population,2019,37,12.3,Deaths,2018-2020,100000,19.9,Crude Death Rate,21.0,Age-Adjusted Death Rate,14.8,28.9,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,San Francisco,14,897114,897114.0,Population,2019,922,307.3,Deaths,2018-2020,100000,34.3,Crude Death Rate,21.9,Age-Adjusted Death Rate,20.5,23.4,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Santa Clara,15,1960932,1960932.0,Population,2019,1629,543.0,Deaths,2018-2020,100000,27.7,Crude Death Rate,22.7,Age-Adjusted Death Rate,21.6,23.8,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Tuolumne,16,52557,52557.0,Population,2019,70,23.3,Deaths,2018-2020,100000,44.4,Crude Death Rate,23.0,Age-Adjusted Death Rate,17.9,29.1,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Monterey,17,443397,443397.0,Population,2019,369,123.0,Deaths,2018-2020,100000,27.7,Crude Death Rate,24.4,Age-Adjusted Death Rate,21.9,27.0,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Calaveras,18,44403,44403.0,Population,2019,69,23.0,Deaths,2018-2020,100000,51.8,Crude Death Rate,27.5,Age-Adjusted Death Rate,21.3,34.8,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Nevada,19,97808,97808.0,Population,2019,163,54.3,Deaths,2018-2020,100000,55.6,Crude Death Rate,27.6,Age-Adjusted Death Rate,23.3,32.0,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Kings,20,153522,153522.0,Population,2019,97,32.3,Deaths,2018-2020,100000,21.1,Crude Death Rate,27.9,Age-Adjusted Death Rate,22.6,34.0,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Merced,21,281592,281592.0,Population,2019,201,67.0,Deaths,2018-2020,100000,23.8,Crude Death Rate,28.5,Age-Adjusted Death Rate,24.6,32.5,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,San Luis Obispo,22,277276,277276.0,Population,2019,390,130.0,Deaths,2018-2020,100000,46.9,Crude Death Rate,29.2,Age-Adjusted Death Rate,26.3,32.1,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,San Mateo,23,776002,776002.0,Population,2019,1008,336.0,Deaths,2018-2020,100000,43.3,Crude Death Rate,29.6,Age-Adjusted Death Rate,27.8,31.5,2020,,,,,,,
2022,8,Deaths Due to Alzheimer's Disease,Total Population,Total Population,Imperial,24,188962,188962.0,Population,2019,193,64.3,Deaths,2018-2020,100000,34.0,Crude Death Rate,30.0,Age-Adjusted Death Rate,25.7,34.3,2020,,,,,,,
